
      startTime,endTime,endpointSelector,namespaceNames,namespaceSelector,serviceAccountNames,serviceAccountSelectors,numCreatedPolicies,numModifiedPolicies,numDeletedPolicies
2023-10-12T03:17:09Z,2023-10-12T04:17:09Z,,,,,,0,85,0
